title,body_part,image_url,image_file
Weighted Russian Twist,Waist,https://apilyfta.com/static/GymvisualPNG/08451101-Weighted-Russian-Twist-(legs-up)_waist_small.png,images\Weighted Russian Twist__Waist__5973900.png
Lever T bar Row,Back,https://apilyfta.com/static/GymvisualPNG/06061101-Lever-T-bar-Row-(plate-loaded)_Back-AFIX_small.png,images\Lever T bar Row__Back__5481134.png
Sled Calf Press On Leg Press,Calves,https://apilyfta.com/static/GymvisualPNG/13911101-Sled-Calf-Press-On-Leg-Press_Calves_small.png,images\Sled Calf Press On Leg Press__Calves__42733657.png
Walk Elliptical Cross Trainer,Cardio,https://apilyfta.com/static/GymvisualPNG/36241101-Walk-Elliptical-Cross-Trainer-(female)_Cardio_small.png,images\Walk Elliptical Cross Trainer__Cardio__97759302.png
Dumbbell Incline Hammer Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/03201101-Dumbbell-Incline-Hammer-Curl_Upper-Arms_small.png,"images\Dumbbell Incline Hammer Curl__Biceps, Upper Arms__20046565.png"
Band kneeling one arm pulldown,Back,https://apilyfta.com/static/GymvisualPNG/09831101-Band-kneeling-one-arm-pulldown_Back_small.png,images\Band kneeling one arm pulldown__Back__69497713.png
Pushdown,Back,https://apilyfta.com/static/GymvisualPNG/01991101-Cable-Pushdown-(straight-arm)-II_Back_small.png,images\Pushdown__Back__35544686.png
Cable Standing Wrist Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/63601101-Cable-Standing-Wrist-Curl_Forearms_small.png,images\Cable Standing Wrist Curl__Forearms__30393755.png
Close-grip Push-up,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/02591101-Close-Grip-Push-up_Upper-Arms_small.png,"images\Close-grip Push-up__Triceps, Upper Arms__88893357.png"
Lying Hammer Press,Chest,https://apilyfta.com/static/GymvisualPNG/11771101-Dumbbell-Lying-Hammer-Press-(version-2)_Chest_small.png,images\Lying Hammer Press__Chest__70368974.png
Stationary Bike Run,Cardio,https://apilyfta.com/static/GymvisualPNG/22641101-Stationary-Bike-Run-(version-3)-(female)_Cardio_small.png,images\Stationary Bike Run__Cardio__15468910.png
Lever Seated Leg Curl,"Hamstrings, Thighs",https://apilyfta.com/static/GymvisualPNG/22571101-Lever-Seated-Leg-Curl-(female)_Thighs-FIX_small.png,"images\Lever Seated Leg Curl__Hamstrings, Thighs__92709345.png"
Lever Triceps Dip,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/18711101-Lever-Triceps-Dip-(plate-loaded)_Upper-Arms_small.png,"images\Lever Triceps Dip__Triceps, Upper Arms__15427863.png"
Walking Lunge,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/14601101-Walking-Lunge-Male_Hips_small.png,"images\Walking Lunge__Quadriceps, Thighs__398783.png"
Alternate Triceps Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/01491101-Cable-Alternate-Triceps-Extension_Upper-Arms_small.png,"images\Alternate Triceps Extension__Triceps, Upper Arms__21992670.png"
Cable Seated Wide-grip Row,Back,https://apilyfta.com/static/GymvisualPNG/02181101-Cable-Seated-Wide-grip-Row_Back_small.png,images\Cable Seated Wide-grip Row__Back__57536338.png
Barbell Deadlift front view,Back,https://apilyfta.com/static/GymvisualPNG/09671104-Barbell-Deadlift-front-view_small.png,images\Barbell Deadlift front view__Back__19913186.png
Dumbbell Goblet Squat,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/22811101-Dumbbell-Goblet-Squat-(female)_Thighs_small.png,"images\Dumbbell Goblet Squat__Quadriceps, Thighs__61885510.png"
Dumbbell Seated Triceps Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/21881101-Dumbbell-Seated-Triceps-Extension_Upper-Arms_small.png,"images\Dumbbell Seated Triceps Extension__Triceps, Upper Arms__31630059.png"
Goblet Squat,Thighs,https://apilyfta.com/static/GymvisualPNG/17601101-Dumbbell-Goblet-Squat_Thighs-FIX_small.png,images\Goblet Squat__Thighs__40614709.png
Smith Shrug,Back,https://apilyfta.com/static/GymvisualPNG/07671101-Smith-Shrug_Back_small.png,images\Smith Shrug__Back__15443678.png
Reverse Grip Bent over Row,Back,https://apilyfta.com/static/GymvisualPNG/01181101-Barbell-Reverse-Grip-Bent-over-Row_Back-FIX_small.png,images\Reverse Grip Bent over Row__Back__89279978.png
Cable Low Seated Row,Back,https://apilyfta.com/static/GymvisualPNG/01801101-Cable-Low-Seated-Row_Back_small.png,images\Cable Low Seated Row__Back__51605825.png
Reverse Crunch,Waist,https://apilyfta.com/static/GymvisualPNG/08721101-Reverse-Crunch-m_waist_small.png,images\Reverse Crunch__Waist__50480842.png
Reverse Grip Triceps Pushdown,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/16061101-Cable-Reverse-Grip-Triceps-Pushdown-(SZ-bar)_Upper-arms_small.png,"images\Reverse Grip Triceps Pushdown__Triceps, Upper Arms__48970616.png"
Machine Inner Chest Press,Chest,https://apilyfta.com/static/GymvisualPNG/13011101-Machine-Inner-Chest-Press_Chest_small.png,images\Machine Inner Chest Press__Chest__59291035.png
Cable Straight Arm Pulldown,Back,https://apilyfta.com/static/GymvisualPNG/02371101-Cable-Straight-Arm-Pulldown-(with-rope)_Back-FIX_small.png,images\Cable Straight Arm Pulldown__Back__53733273.png
Zottman Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/04391101-Dumbbell-Zottman-Curl_Upper-Arms-FIX_small.png,"images\Zottman Curl__Biceps, Upper Arms__82441833.png"
Cross Body Hammer Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/02981101-Dumbbell-Cross-Body-Hammer-Curl_Forearms_small.png,images\Cross Body Hammer Curl__Forearms__8157883.png
Kettlebell Russian Twist,Waist,https://apilyfta.com/static/GymvisualPNG/43931101-Kettlebell-Russian-Twist_Waist_small.png,images\Kettlebell Russian Twist__Waist__31126160.png
Over Bench Wrist Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/03691101-Dumbbell-Over-Bench-Wrist-Curl_Forearms_small.png,images\Over Bench Wrist Curl__Forearms__98209843.png
Elbow-To-Knee,Waist,https://apilyfta.com/static/GymvisualPNG/04431101-Elbow-to-Knee_waist_small.png,images\Elbow-To-Knee__Waist__74795684.png
EZ Barbell Spider Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/16281101-EZ-Barbell-Spider-Curl_Upper-Arms_small.png,"images\EZ Barbell Spider Curl__Biceps, Upper Arms__79120217.png"
Lever Single Arm Neutral Grip Seated Row,Back,https://apilyfta.com/static/GymvisualPNG/05711101-Lever-Alternating-Narrow-Grip-Seated-Row-(plate-loaded)_Back_small.png,images\Lever Single Arm Neutral Grip Seated Row__Back__59306843.png
Cable Wrist Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/02471101-Cable-Wrist-Curl_Forearm_small.png,images\Cable Wrist Curl__Forearms__47211109.png
Lever Reverse grip Lateral Pulldown,Back,https://apilyfta.com/static/GymvisualPNG/27361101-Lever-Reverse-grip-Lateral-Pulldown-(plate-loaded)_Back_small.png,images\Lever Reverse grip Lateral Pulldown__Back__80621967.png
Sled 45° Leg Press,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/14631101-Sled-45-Leg-Press-(Side-POV)_Hips_small.png,"images\Sled 45° Leg Press__Quadriceps, Thighs__16545680.png"
Dumbbell Incline Row,Back,https://apilyfta.com/static/GymvisualPNG/03271101-Dumbbell-Incline-Row_Back_small.png,images\Dumbbell Incline Row__Back__72498536.png
Elbow dips,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/32871101-Elbow-dips_Upper-arms_small.png,"images\Elbow dips__Triceps, Upper Arms__26141788.png"
Dumbbell Squeeze Bench Press,Chest,https://apilyfta.com/static/GymvisualPNG/36811101-Dumbbell-Squeeze-Bench-Press_Chest_small.png,images\Dumbbell Squeeze Bench Press__Chest__16624923.png
Barbell Straight Leg Deadlift,"Hamstrings, Thighs",https://apilyfta.com/static/GymvisualPNG/01161101-Barbell-Straight-Leg-Deadlift_Thighs-AFIX_small.png,"images\Barbell Straight Leg Deadlift__Hamstrings, Thighs__68381624.png"
Weighted Front Raise,Shoulders,https://apilyfta.com/static/GymvisualPNG/08341101-Weighted-Front-Raise_Shoulders_small.png,images\Weighted Front Raise__Shoulders__13918454.png
Dumbbell Standing Triceps Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/04301101-Dumbbell-Standing-Triceps-Extension_Upper-Arms_small.png,"images\Dumbbell Standing Triceps Extension__Triceps, Upper Arms__59871731.png"
Sled 45° Calf Press,Calves,https://apilyfta.com/static/GymvisualPNG/07381101-Sled-45-Calf-Press_Calf_small.png,images\Sled 45° Calf Press__Calves__50356664.png
Rowing,Cardio,https://apilyfta.com/static/GymvisualPNG/11611101-Rowing-(with-rowing-machine)_Cardio_small.png,images\Rowing__Cardio__22349775.png
Dumbbell Lying on Floor Chest Press,Chest,https://apilyfta.com/static/GymvisualPNG/36681101-Dumbbell-Lying-on-Floor-Chest-Press_Chest_small.png,images\Dumbbell Lying on Floor Chest Press__Chest__43934283.png
Wheel Rollout,Waist,https://apilyfta.com/static/GymvisualPNG/23321101-Wheel-Rollout-(female)_Waist_small.png,images\Wheel Rollout__Waist__41900526.png
Smith Bent Over Row,Back,https://apilyfta.com/static/GymvisualPNG/13591101-Smith-Bent-Over-Row_Back_small.png,images\Smith Bent Over Row__Back__39301721.png
Lever Incline Hammer Chest Press,Chest,https://apilyfta.com/static/GymvisualPNG/11951101-Lever-Incline-Hammer-Chest-Press_Chest_small.png,images\Lever Incline Hammer Chest Press__Chest__93869871.png
Standing Up Straight Crossovers,Chest,https://apilyfta.com/static/GymvisualPNG/12691101-Cable-Standing-Up-Straight-Crossovers_Chest_small.png,images\Standing Up Straight Crossovers__Chest__51531679.png
Elliptical Machine Walk,Cardio,https://apilyfta.com/static/GymvisualPNG/21921101-Elliptical-Machine-Walk_Cardio_small.png,images\Elliptical Machine Walk__Cardio__21903940.png
Standing Military Press,Shoulders,https://apilyfta.com/static/GymvisualPNG/11621101-Barbell-Standing-Military-Press_Shoulders_small.png,images\Standing Military Press__Shoulders__42411817.png
Wide Hand Push up,Chest,https://apilyfta.com/static/GymvisualPNG/13111101-Wide-Hand-Push-up_Chest_small.png,images\Wide Hand Push up__Chest__27087251.png
Deep Push Up,Chest,https://apilyfta.com/static/GymvisualPNG/12741101-Deep-Push-Up_Chest-FIX_small.png,images\Deep Push Up__Chest__97302071.png
Lever Seated Crunch,Waist,https://apilyfta.com/static/GymvisualPNG/05951101-Lever-Seated-Crunch-(chest-pad)_Waist_small.png,images\Lever Seated Crunch__Waist__60953136.png
Barbell Incline Triceps Extension Skull Crusher,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/43441101-Barbell-Incline-Triceps-Extension-Skull-Crusher_Upper-Arms_small.png,"images\Barbell Incline Triceps Extension Skull Crusher__Triceps, Upper Arms__65379705.png"
Dumbbell Bent over Single Arm Row,Back,https://apilyfta.com/static/GymvisualPNG/47301301-Dumbbell-Bent-over-Single-Arm-Row-(VERSION-2)_Back_720_small.png,images\Dumbbell Bent over Single Arm Row__Back__79027179.png
Dumbbell Front Raise,Shoulders,https://apilyfta.com/static/GymvisualPNG/03101101-Dumbbell-Front-Raise_Shoulders_small.png,images\Dumbbell Front Raise__Shoulders__71820631.png
Cable Kneeling One Arm Lat Pulldown,Back,https://apilyfta.com/static/GymvisualPNG/49481101-Cable-Kneeling-One-Arm-Lat-Pulldown_Back_small.png,images\Cable Kneeling One Arm Lat Pulldown__Back__85528519.png
Cable Lateral Raise,Shoulders,https://apilyfta.com/static/GymvisualPNG/01781101-Cable-Lateral-Raise_shoulder_small.png,images\Cable Lateral Raise__Shoulders__96315279.png
EZ Barbell Preacher Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/64061101-EZ-Barbell-Preacher-Curl_Upper-Arms_small.png,"images\EZ Barbell Preacher Curl__Biceps, Upper Arms__87742444.png"
Dumbbell One Arm Hammer Preacher Curl,Biceps,https://apilyfta.com/static/GymvisualPNG/16631101-Dumbbell-One-Arm-Hammer-Preacher-Curl_Upper-Arms_small.png,images\Dumbbell One Arm Hammer Preacher Curl__Biceps__7088065.png
Straight Arm Pulldown,Back,https://apilyfta.com/static/GymvisualPNG/02381101-Cable-Straight-Arm-Pulldown_Back_small.png,images\Straight Arm Pulldown__Back__77332586.png
Cable One Arm Wrist Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/41631101-Cable-One-Arm-Wrist-Curl_Forearms_small.png,images\Cable One Arm Wrist Curl__Forearms__37395255.png
Cable Upright Row,Shoulders,https://apilyfta.com/static/GymvisualPNG/02461101-Cable-Upright-Row_shoulder_small.png,images\Cable Upright Row__Shoulders__90690846.png
Seated Leg Raise,Waist,https://apilyfta.com/static/GymvisualPNG/06891101-Seated-Leg-Raise_waist_small.png,images\Seated Leg Raise__Waist__77027366.png
Incline Push-Up,Chest,https://apilyfta.com/static/GymvisualPNG/37851101-Incline-Push-Up-(on-box)_Chest_small.png,images\Incline Push-Up__Chest__13591105.png
Hack Calf Raise,Calves,https://apilyfta.com/static/GymvisualPNG/13831101-Hack-Calf-Raise_Calves_small.png,images\Hack Calf Raise__Calves__25452759.png
Barbell Biceps Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/24071101-Barbell-Biceps-Curl-(with-arm-blaster)_Upper-arms_small.png,"images\Barbell Biceps Curl__Biceps, Upper Arms__65867558.png"
Dumbbell Reverse Spider Curl,Biceps,https://apilyfta.com/static/GymvisualPNG/16751101-Dumbbell-Reverse-Spider-Curl_Upper-Arms_small.png,images\Dumbbell Reverse Spider Curl__Biceps__92921776.png
Dumbbell Arnold Press,Shoulders,https://apilyfta.com/static/GymvisualPNG/21371101-Dumbbell-Arnold-Press_Shoulders_small.png,images\Dumbbell Arnold Press__Shoulders__90408209.png
Run,Cardio,https://apilyfta.com/static/GymvisualPNG/06851101-Run_Cardio-FIX_small.png,images\Run__Cardio__65417418.png
Sled Closer Hack Squat,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/07411101-Sled-Closer-Hack-Squat_Thighs_small.png,"images\Sled Closer Hack Squat__Quadriceps, Thighs__80639696.png"
Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/04471101-EZ-Barbell-Curl_Upper-Arms_small.png,"images\Curl__Biceps, Upper Arms__61216980.png"
Barbell JM Bench Press,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/00521101-Barbell-JM-Bench-Press_Upper-Arms_small.png,"images\Barbell JM Bench Press__Triceps, Upper Arms__66468810.png"
Pull up,Back,https://apilyfta.com/static/GymvisualPNG/06511101-Pull-up-(neutral-grip)_Back_small.png,images\Pull up__Back__23663309.png
Dumbbell Concentration Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/02971101-Dumbbell-Concentration-Curl_Upper-Arms_small.png,"images\Dumbbell Concentration Curl__Biceps, Upper Arms__64863953.png"
Dumbbell Bent Over Row,Back,https://apilyfta.com/static/GymvisualPNG/02931101-Dumbbell-Bent-Over-Row_Back-FIX_small.png,images\Dumbbell Bent Over Row__Back__17997099.png
Dumbbell One Arm Triceps Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/03621101-Dumbbell-One-Arm-Triceps-Extension-(on-bench)_Upper-Arms_small.png,"images\Dumbbell One Arm Triceps Extension__Triceps, Upper Arms__95149085.png"
Reverse Grip Biceps Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/16081101-Cable-Reverse-Grip-Biceps-Curl-(SZ-bar)_Upper-arms_small.png,"images\Reverse Grip Biceps Curl__Biceps, Upper Arms__43575840.png"
Lying Neck Flexion,Neck,https://apilyfta.com/static/GymvisualPNG/10431101-Weighted-Lying-Neck-Flexion_neck_small.png,images\Lying Neck Flexion__Neck__20094825.png
Dumbbell Seated Palms Up Wrist Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/04011101-Dumbbell-Seated-Palms-Up-Wrist-Curl_Forearms_small.png,images\Dumbbell Seated Palms Up Wrist Curl__Forearms__27981768.png
Dumbbell Standing Alternate Vertical Front Raises,Shoulders,https://apilyfta.com/static/GymvisualPNG/12301101-Dumbbell-Standing-Alternate-Vertical-Front-Raises_Shoulders_small.png,images\Dumbbell Standing Alternate Vertical Front Raises__Shoulders__15262564.png
Cable Alternate Triceps Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/01491101-Cable-Alternate-Triceps-Extension_Upper-Arms_small.png,"images\Cable Alternate Triceps Extension__Triceps, Upper Arms__8272301.png"
Cable Twist,Waist,https://apilyfta.com/static/GymvisualPNG/02431101-Cable-Twist_Waist_small.png,images\Cable Twist__Waist__55966712.png
Barbell Standing Back Wrist Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/01041101-Barbell-Standing-Back-Wrist-Curl_Forearms_small.png,images\Barbell Standing Back Wrist Curl__Forearms__77525118.png
Chest Fly - Arms,Chest,https://apilyfta.com/static/GymvisualPNG/23371101-Chest-Fly---Arms-(WRONG-RIGHT)_small.png,images\Chest Fly - Arms__Chest__13825922.png
Lever Lying Leg Curl,"Hamstrings, Thighs",https://apilyfta.com/static/GymvisualPNG/22231101-Lever-Lying-Leg-Curl-(female)_Thighs_small.png,"images\Lever Lying Leg Curl__Hamstrings, Thighs__64384190.png"
Walking,Cardio,https://apilyfta.com/static/GymvisualPNG/22581101-Walking_Cardio_small.png,images\Walking__Cardio__87278557.png
Cable Shrug,Back,https://apilyfta.com/static/GymvisualPNG/02201101-Cable-Shrug_Back_small.png,images\Cable Shrug__Back__48518970.png
Cable Standing Chest Press,Chest,https://apilyfta.com/static/GymvisualPNG/33591101-Cable-Standing-Chest-Press_Chest_small.png,images\Cable Standing Chest Press__Chest__36169742.png
Straight Arm Pullover,Chest,https://apilyfta.com/static/GymvisualPNG/04331101-Dumbbell-Straight-Arm-Pullover_Chest-FIX_small.png,images\Straight Arm Pullover__Chest__79819282.png
Jump Rope,Cardio,https://apilyfta.com/static/GymvisualPNG/05111101-Jump-Rope-(female)_Cardio-FIX_small.png,images\Jump Rope__Cardio__65420859.png
Lever Lateral Wide Pulldown,Back,https://apilyfta.com/static/GymvisualPNG/26651101-Lever-Lateral-Wide-Pulldown_Back_small.png,images\Lever Lateral Wide Pulldown__Back__32020665.png
Dumbbell Reverse Fly,Shoulders,https://apilyfta.com/static/GymvisualPNG/03831101-Dumbbell-Reverse-Fly_Shoulders_small.png,images\Dumbbell Reverse Fly__Shoulders__5813358.png
Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/08681101-Cable-Curl-(male)_Upper-Arms-FIX_small.png,"images\Curl__Biceps, Upper Arms__86343281.png"
Dumbbell Lying Triceps Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/03511101-Dumbbell-Lying-Triceps-Extension_Upper-Arms-FIX_small.png,"images\Dumbbell Lying Triceps Extension__Triceps, Upper Arms__10699769.png"
Lever Seated Hammer grip Shoulder Press,Shoulders,https://apilyfta.com/static/GymvisualPNG/29621101-Lever-Seated-Hammer-Grip-Shoulder-Press_Shoulder_small.png,images\Lever Seated Hammer grip Shoulder Press__Shoulders__9348829.png
Cable Standing Wrist Reverse Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/63631101-Cable-Standing-Wrist-Reverse-Curl_Forearms_small.png,images\Cable Standing Wrist Reverse Curl__Forearms__23790372.png
Rear Lateral Raise,Shoulders,https://apilyfta.com/static/GymvisualPNG/03801101-Dumbbell-Rear-Lateral-Raise_Shoulders_small.png,images\Rear Lateral Raise__Shoulders__42652838.png
Dumbbell Standing One Arm Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/04221101-Dumbbell-Standing-One-Arm-Curl-(over-incline-bench)_Upper-Arms_small.png,"images\Dumbbell Standing One Arm Curl__Biceps, Upper Arms__45908974.png"
Lever Incline Chest Press,Chest,https://apilyfta.com/static/GymvisualPNG/26591101-Lever-Incline-Chest-Press-(plate-loaded)_small.png,images\Lever Incline Chest Press__Chest__65439621.png
Cable Neutral Grip Lat Pulldown (male),Back,https://apilyfta.com/static/GymvisualPNG/75831101-Cable-Neutral-Grip-Lat-Pulldown-(male)_Back_small.png,images\Cable Neutral Grip Lat Pulldown (male)__Back__91398848.png
Bicycle Recline Walk,Cardio,https://apilyfta.com/static/GymvisualPNG/21931101-Bicycle-Recline-Walk_Cardio_small.png,images\Bicycle Recline Walk__Cardio__53434694.png
EZ Barbell Reverse Grip Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/24981101-EZ-Barbell-Reverse-Grip-Curl-(female)_Forearms_small.png,"images\EZ Barbell Reverse Grip Curl__Biceps, Upper Arms__6095627.png"
Cable Standing Supinated Face Pull (with rope),Shoulders,https://apilyfta.com/static/GymvisualPNG/77441101-Cable-Standing-Supinated-Face-Pull-(with-rope)_Shoulders_small.png,images\Cable Standing Supinated Face Pull (with rope)__Shoulders__15808398.png
Cable Standing One Arm Triceps Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/02311101-Cable-Standing-One-Arm-Triceps-Extension_Upper-Arms_small.png,"images\Cable Standing One Arm Triceps Extension__Triceps, Upper Arms__2135890.png"
Cable Rope High Pulley Overhead Tricep Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/17241101-Cable-Rope-High-Pulley-Overhead-Tricep-Extension_Upper-Arms_small.png,"images\Cable Rope High Pulley Overhead Tricep Extension__Triceps, Upper Arms__96417872.png"
Cable One Arm Straight Back High Row,Back,https://apilyfta.com/static/GymvisualPNG/01931101-Cable-One-Arm-Straight-Back-High-Row-(kneeling)_Back_small.png,images\Cable One Arm Straight Back High Row__Back__22121214.png
Dumbbell Decline Bench Press,Chest,https://apilyfta.com/static/GymvisualPNG/03011101-Dumbbell-Decline-Bench-Press_Chest-FIX_small.png,images\Dumbbell Decline Bench Press__Chest__63779638.png
Decline Bench Press,Chest,https://apilyfta.com/static/GymvisualPNG/03011101-Dumbbell-Decline-Bench-Press_Chest_small.png,images\Decline Bench Press__Chest__68805015.png
Smith Close-Grip Bench Press,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/07511101-Smith-Close-Grip-Bench-Press_Upper-Arms_small.png,"images\Smith Close-Grip Bench Press__Triceps, Upper Arms__56062565.png"
Jumping Jack,Cardio,https://apilyfta.com/static/GymvisualPNG/30941101-Jumping-Jack-(male)_Cardio_small.png,images\Jumping Jack__Cardio__16422841.png
Lever One Arm Low Row,Back,https://apilyfta.com/static/GymvisualPNG/42151101-Lever-One-Arm-Low-Row-(plate-loaded)_Back_small.png,images\Lever One Arm Low Row__Back__72050497.png
Cable one arm twisting seated row,Back,https://apilyfta.com/static/GymvisualPNG/12051101-Cable-one-arm-twisting-seated-row_back_small.png,images\Cable one arm twisting seated row__Back__32326376.png
Squat,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/15551101-Dumbbell-Squat_Thighs_small.png,"images\Squat__Quadriceps, Thighs__84744315.png"
Dumbbell Seated Bent Over Rear Delt Row,Shoulders,https://apilyfta.com/static/GymvisualPNG/42351101-Dumbbell-Seated-Bent-Over-Rear-Delt-Row_Shoulders_small.png,images\Dumbbell Seated Bent Over Rear Delt Row__Shoulders__32876882.png
Lever Pullover,Back,https://apilyfta.com/static/GymvisualPNG/22851101-Lever-Pullover-(plate-loaded)_Back_small.png,images\Lever Pullover__Back__43274701.png
Dumbbell Sumo Squat,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/23221101-Dumbbell-Sumo-Squat-(female)_Thighs-FIX_small.png,"images\Dumbbell Sumo Squat__Quadriceps, Thighs__45201947.png"
Pike Push up,Chest,https://apilyfta.com/static/GymvisualPNG/33831101-Pike-Push-up-(on-Bench)-(VERSION-2)_Chest_small.png,images\Pike Push up__Chest__10597434.png
Barbell Squat,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/35931101-Barbell-Squat-(female)_Thighs_small.png,"images\Barbell Squat__Quadriceps, Thighs__59129609.png"
Dumbbell Seated Bent Arm Lateral raise,Shoulders,https://apilyfta.com/static/GymvisualPNG/23171101-Dumbbell-Seated-Bent-Arm-Lateral-raise_Shoulders_small.png,images\Dumbbell Seated Bent Arm Lateral raise__Shoulders__45106284.png
Cable Standing Reverse Grip One Arm Overhead Tricep Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/17271101-Cable-Standing-Reverse-Grip-One-Arm-Overhead-Tricep-Extension_Upper-Arms_small.png,"images\Cable Standing Reverse Grip One Arm Overhead Tricep Extension__Triceps, Upper Arms__81843033.png"
Single Leg Split Squat,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/04101101-Dumbbell-Single-Leg-Split-Squat_Thighs_small.png,"images\Single Leg Split Squat__Quadriceps, Thighs__32032053.png"
Dumbbell Incline Fly,Chest,https://apilyfta.com/static/GymvisualPNG/03191101-Dumbbell-Incline-Fly_Chest-FIX_small.png,images\Dumbbell Incline Fly__Chest__23763505.png
Cable straight arm pulldown,Back,https://apilyfta.com/static/GymvisualPNG/10671101-Cable-straight-arm-pulldown-II_Back_small.png,images\Cable straight arm pulldown__Back__89100410.png
Lever Pronated Grip Seated Row (plate loaded),Back,https://apilyfta.com/static/GymvisualPNG/54471101-Lever-Pronated-Grip-Seated-Row-(plate-loaded)_Back_small.png,images\Lever Pronated Grip Seated Row (plate loaded)__Back__83847145.png
45 degrees Back Extension,Back,https://apilyfta.com/static/GymvisualPNG/44551101-45-degrees-Back-Extension_Hips_small.png,images\45 degrees Back Extension__Back__86921510.png
Cable Seated Face Pull (with rope) (male),Shoulders,https://apilyfta.com/static/GymvisualPNG/56581101-Cable-Seated-Face-Pull-(with-rope)-(male)_Shoulders_small.png,images\Cable Seated Face Pull (with rope) (male)__Shoulders__63342899.png
Dumbbell Lunge,Hips,https://apilyfta.com/static/GymvisualPNG/03361101-Dumbbell-Lunge_Hips-FIX_small.png,images\Dumbbell Lunge__Hips__7870355.png
Extra Decline Sit-up,Waist,https://apilyfta.com/static/GymvisualPNG/18641101-Extra-Decline-Sit-up_Waist_small.png,images\Extra Decline Sit-up__Waist__96201715.png
Barbell Romanian Deadlift,Hips,https://apilyfta.com/static/GymvisualPNG/00851101-Barbell-Romanian-Deadlift_Hips_small.png,images\Barbell Romanian Deadlift__Hips__9854932.png
Standing Kickback,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/04201101-Dumbbell-Standing-Kickback_Upper-Arms_small.png,"images\Standing Kickback__Triceps, Upper Arms__45386828.png"
Lever Chest Press,Chest,https://apilyfta.com/static/GymvisualPNG/22771101-Lever-Chest-Press-(VERSION-4)_Chest_small.png,images\Lever Chest Press__Chest__20369207.png
Lever Leg Extension,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/22561101-Lever-Leg-Extension-(female)_Thighs_small.png,"images\Lever Leg Extension__Quadriceps, Thighs__79075479.png"
Deadlift,Hips,https://apilyfta.com/static/GymvisualPNG/03001101-Dumbbell-Deadlift_Back_small.png,images\Deadlift__Hips__50304570.png
Dumbbell Single Leg Calf Raise,Calves,https://apilyfta.com/static/GymvisualPNG/04091101-Dumbbell-Single-Leg-Calf-Raise_Calves_small.png,images\Dumbbell Single Leg Calf Raise__Calves__42442669.png
Cable One Arm Reverse Fly,Shoulders,https://apilyfta.com/static/GymvisualPNG/41221101-Cable-One-Arm-Reverse-Fly-(male)_Shoulders_small.png,images\Cable One Arm Reverse Fly__Shoulders__28455133.png
